标题,题目名称,问题描述,输入描述,输出描述,提示说明,样例输入,样例输出,通过率,Submit,题目URL,题目列表URL,补题传送门URL,补题题目URL
16级线上比赛++（2017/04/02）,6：MJ吃水果-2,MJ很在乎科学的饮食，每天根据专家建议吃一定量的水果。MJ有n个苹果m个橙子，专家给了几种不同的方案，每种方案都分别标注了他每天该吃的苹果和橙子的数量。MJ每天会任意选择其中一种方案（不同天的方案可以相同也可以不同），同时MJ希望能够最终将苹果和橙子都吃完。在不考虑水果保质期的情况下，一共可以有多少种不同的吃法。,"只有一组案例。
第一行是三个正整数n、m、p，其中n表示苹果的数量，m表示橙子的数量，p表示专家列出的方案数量（n<=100，m<=100，p<=5）
从第2行到第p+1行，一共有p组数据，每组数组包含了两个非负整数a和b，表示该种方案中每天该吃a个苹果b个橙子。不同组数据中的a、b两个数字保证不会完全相同，并且不会全都为0。",一个整数，表示有多少种不同的吃法。这个数字可能非常巨大，要求精确输出，这个数字最大不会超过10的100次方。输出完不要换行。,,"50 50 5
3 1
1 1
1 2
0 4
2 0",263480148051401421493552,66.67%,3,https://www.xujcoj.com/home/contest/87/problem/6,https://www.xujcoj.com/home/contest/87/problem,https://www.xujcoj.com/home/problem?keyword3=87,https://www.xujcoj.com/home/problem/detail/1240
16级线上比赛（2017/03/26）,4：盈数,"DJ很喜欢数字，尤其是完全数（Perfect Number，就像6可以被1,2,3整除，而1+2+3=6）；但是完全数太少了（小于1,000,000 的只有 6，28，496，8128 等4个）。因此他转身研究盈数（或译：富足数 abundant number；12是盈数，因为1+2+3+4+6=16 大于12。同理，20也是盈数，因为1+2+4+5+10=22大于20）。请问，这样的盈数有多少？","第1行一个正整数n，代表以下有几行测试数据；

第2到第n+1行各是一个正整数m（大于2，但小于10,000）。",每读入一行数据，就输出小于m的盈数的个数，然后换行（最后一行输出后也换行）。,"最前10个盈数是12, 18, 20, 24, 30, 36, 40, 42, 48, 54。","2

25

50","4

9

",56.52%,23,https://www.xujcoj.com/home/contest/77/problem/4,https://www.xujcoj.com/home/contest/77/problem,https://www.xujcoj.com/home/problem?keyword3=77,https://www.xujcoj.com/home/problem/detail/1233
16级线上比赛++（2017/03/26）,1：石头剪刀布,蔡小佬和苏学长有一次在玩石头剪刀布。由于有JP在一旁协助，蔡小佬开了天眼能预先知道苏学长要出的是石头、剪刀还是布。作为开天眼的代价，蔡小佬不能随心所欲地出石头、剪刀、布，而是有一个上限，即石头最多出a次，剪刀最多出b次，布最多出c次。规定：石头能赢剪刀，剪刀能赢布，布能赢石头；如果出招相同则算打平，不算赢。如果蔡小佬某一次玩的时候不能做出任何一种选择（即石头、剪刀、布都达到上限，或者不想出），也算他这一次没有赢。问：蔡小佬最多能赢几次？,"一个正整数n，表示测试案例的数量。
每组案例的有一个字符串p和三个非负整数a、b、c。其中p中的每个字符表示苏学长的出招（字符s表示石头，字符j表示剪刀，字符b表示布）。整数a、b、c分别代表蔡小佬石头、剪刀、布最多出的次数。","针对每组案例，输出一个整数，表示最多能赢的次数。
每组案例输出完要换行。",,"1
sjbsjb 3 1 0",3,48.28%,87,https://www.xujcoj.com/home/contest/78/problem/1,https://www.xujcoj.com/home/contest/78/problem,https://www.xujcoj.com/home/problem?keyword3=78,https://www.xujcoj.com/home/problem/detail/1229
16级线上比赛++（2017/03/26）,3：扫雷,"在扫雷游戏中，有的格子里是地雷，其他不是地雷的格子会用一个数字表示周围8格共有几个地雷。周围8格指的是上、下、左、右、左上、右上、左下、右下。
现有a行b列的地雷分布情况，要求计算出每个非地雷格子应当填写的数字。","只有一组案例。
第一行是两个正整数a和b，表示雷区是a行b列的。（a<=100，b<=100）
然后是a行数据，每行数据由b个字符构成，可能的字符是*和?，其中*表示地雷，?表示非地雷格子。","a行b列的数据，其中*表示该格是地雷，其他非地雷格子上应当是个一位数，表示该格附近8格地雷的数量。
最后一行输出完以后也要换行。",,"3 3
*??
???
?*?","*10
221
1*1",50.00%,38,https://www.xujcoj.com/home/contest/78/problem/3,https://www.xujcoj.com/home/contest/78/problem,https://www.xujcoj.com/home/problem?keyword3=78,https://www.xujcoj.com/home/problem/detail/1225
16级线上比赛（2017/03/19）,2：不喜欢的数字-简易版,"DJ很喜欢上次竞赛时的第5题：“不喜欢的数字”
    JP特别不喜欢1到m之间（包括1和m）的某3个数字，不但不喜欢这3个数字，
    这些数字的倍数他都不喜欢，于是他把1到m之间他不喜欢的数字都删了，只
    剩下他喜欢的数字。JP想知道，现在还剩多少他喜欢的数字。
但是DJ提交的答案没有被接受，因为“time limit exceeded”- 超时了，当输入是个
很大的数字时，耗时太久。
假如考虑到同学才一年级，不要考虑太大的数字，你可以帮他写一个较简单的编程
来解决整个问题吗？","第1行一个正整数n，代表以下有几行测试数据。
第2到第n+1行，各有4个正整数m和p1、p2、p3，其中m表示数字的范围
从1
到m（1<=m<=100,000），p1、p2、p3是他不喜欢的3个数字。","n行，每行都是1个数字，就是1到m之间不包含p1、p2、p3的整数倍数字的数量，
输出后直接换行。",Hint：1到10之间，且不是2、3、5的整数倍的数字只有1、7这两个数字，故输出2。,"1
10 2 3 5",2,41.18%,51,https://www.xujcoj.com/home/contest/72/problem/2,https://www.xujcoj.com/home/contest/72/problem,https://www.xujcoj.com/home/problem?keyword3=72,https://www.xujcoj.com/home/problem/detail/1217
16级线上比赛（2017/03/19）,6：某年某月的某一天,"名歌手蔡琴有一首成名曲：“恰似你的温柔“中有一句”某年某月的某一天…”
请问某年某月的某一天是星期几？","第1行一个正整数n，代表以下有几行测试数据；
第2到第n+1行各是3个数字，各以1个空格分开，代表年/月/日；
为了答题方便，这里的年份在1~9999之间，西元1年1月1日是星期一；我们也只考虑“四年一闰；百年不闰, 四百年再闰”。（实际的历法在西元4年及1582年有调整，此处暂时忽略，有兴趣的自己上百度去了解）。",每读入一行数据，就输出对应的星期几的英文（Monday，Tuesday，Wednesday，Thursday，Friday，Saturday，Sunday）然后换行（最后一行也要换行）。,,"2
2017 3 19
2016 10 10","Sunday
Monday",66.67%,3,https://www.xujcoj.com/home/contest/72/problem/6,https://www.xujcoj.com/home/contest/72/problem,https://www.xujcoj.com/home/problem?keyword3=72,https://www.xujcoj.com/home/problem/detail/1216
16级线上比赛++（2017/03/19）,1：念了一门假课,HX贴了他上个学期各门课程的成绩（各门成绩互不相同），但不小心多贴了一门别人的成绩。YY知道HX上个学期的平均成绩，所以想要以此推测出HX贴出的第几门课程的成绩是别人的。,"1个正整数n，表示测试案例的数量。
每组测试案例中，先是两个正整数a和m，然后是m个正整数。其中a表示HX上个学期的平均成绩，m表示HX贴出的课程成绩数量，最后的ｍ个互不相同的数字是HX贴出的第1门课到第m门课的成绩（其中某一门不是他的，HX实际上上学期只有m-1门课程）。",针对每组案例，输出一个整数，表示第几门课程不是HX的。每组案例输出后都要换行。,平均成绩是90，HX贴的3门课程成绩中，有某2门是他的，应该是80分和100分的两门，这样平均分才能是90，故第2门课的95分不是HX的。,"1
90 3 80 95 100",2,67.16%,67,https://www.xujcoj.com/home/contest/75/problem/1,https://www.xujcoj.com/home/contest/75/problem,https://www.xujcoj.com/home/problem?keyword3=75,https://www.xujcoj.com/home/problem/detail/1204
16级线上比赛++（2017/03/19）,2：风语者,HX和YY之间经常使用密文联络，他们把要说的话转换成0和1构成的流以后觉得还不够保密，于是又做了一层加密，转换成由一堆大写字母字符构成，并且规定：如果相邻的两个字母相同，那么表示0；如果相邻的两个字母不同，那么表示1。例如AABB，相邻的字符分别是AA、AB、BB，于是AABB表示的是010。当然010还有很多不同的表示方法，比如BBDD，表示的也是010。现在HX和YY各说了一句由大写字母字符构成的密文，要确认他们说的是不是相同的一句话。,"1个正整数n，表示测试案例的数量。
每组测试案例中，有两个字符串，分别表示HX和YY说的密文。",针对每组案例，如果HX和YY说的密文表示的意思是相同的，则输出Yes，否则输出No。每组案例输出后都要换行。,,"2
ABC ABC
ABB ABD","Yes
No",46.48%,71,https://www.xujcoj.com/home/contest/75/problem/2,https://www.xujcoj.com/home/contest/75/problem,https://www.xujcoj.com/home/problem?keyword3=75,https://www.xujcoj.com/home/problem/detail/1218
16级线上比赛（2017/03/12）,2：MY LITTLE PONY,在一款名为“MY LITTLE PONY-友谊的魔法”的游戏中，可以派遣彩虹小马到不同的商店里打工挣钱，商店每隔一段时间都能发一笔工钱，如果打工时间未到就中止打工，则不发工钱。假设玩家JP拥有一匹小马，并且固定地安排在某家商店里打工，中途不变更商店。JP只想玩一段时间，时间到了就会让小马停止打工。JP想知道，把小马派到哪家商店才能在这段时间内挣到最多的钱。,"1个正整数n，表示测试案例的数量。
每组测试案例中，第1行是2个正整数t和m，其中t表示JP玩游戏的时间，m表示商店的数量，
从第2行到第m+1行是这m家商店的信息，每行有两个正整数a和b，表示这家商店每a时间可以挣b元。",针对每组案例，输出最多能挣的金额。每组案例输出后都要换行。,"第一组案例中，应当选择在1秒挣2元的商店里打工，在6秒内能挣12元，另一个商店2秒挣3元，在6秒内只能挣9元，故答案是12。
第二组案例中，应当选择在2秒挣3元的商店里打工，在5秒内能挣6元（最后1秒挣不到钱），另一个商店4秒挣4元，在5秒内只能挣到4元（同样，最后1秒不挣钱），故答案是6。","2
6 2
1 2
2 3
5 2
2 3
4 4","12
6",45.88%,85,https://www.xujcoj.com/home/contest/67/problem/2,https://www.xujcoj.com/home/contest/67/problem,https://www.xujcoj.com/home/problem?keyword3=67,https://www.xujcoj.com/home/problem/detail/1192
16级线上比赛（2017/03/12）,3：Lady first,女生节那天，食堂里有一群男生女生排成了一排准备买饭，JP也在其中。JP提议，让女生先买，于是队列中所有的女生按照原先在队列里的顺序排在队伍的最前方。已知原队列的顺序，现在要求变更后的队列顺序。,"第1行是一个正整数n，表示学生的总人数，
从第2行到第n+1行分别代表这n个学生，按照原先队列中的顺序，第2行的是原先排在队列中的第一个学生，第n+1行的是原先排在队列中的最后一个学生。每行由一个正整数id和一个字符c构成，id和c之间有一个空格。其中id表示学生的学号，c表示学生的性别（只可能是M或者F，M代表男生，F代表女生）",根据女生在前，男生在后的原则，从前到后依次输出调整顺序后的学生学号，每行输出一个学号，最后一个学号后面也要换行。调整顺序后的女生间的前后关系与原队列中的一致，调整顺序后的男生间的前后关系也要与原队列中的一致。,1001和1003是女生，所以把她们按照原先队列里的先后顺序放在了队列的最前方。,"5
1000 M
1001 F
1002 M
1003 F
1004 M","1001
1003
1000
1002
1004",66.10%,59,https://www.xujcoj.com/home/contest/67/problem/3,https://www.xujcoj.com/home/contest/67/problem,https://www.xujcoj.com/home/problem?keyword3=67,https://www.xujcoj.com/home/problem/detail/1195
